id,love,joy,passion,happiness,sadness,anger,loneliness,longing,fear,surprise
572.0,0.5516,0.21489,0.07902,0.04985,0.04155,0.03403,0.01347,0.01095,0.00464,0.0
573.0,0.37581,0.05022,0.01821,0.01773,0.00997,0.00958,0.00606,0.00611,0.00168,0.50462
574.0,0.54729,0.16942,0.09522,0.05623,0.0472,0.03378,0.02356,0.01828,0.00903,0.0
575.0,0.43064,0.20064,0.05029,0.09072,0.07133,0.03424,0.02958,0.02434,0.01239,0.05583
576.0,0.59941,0.17031,0.04328,0.09894,0.03576,0.02879,0.00633,0.01356,0.00362,0.0
577.0,0.47822,0.22521,0.08883,0.06535,0.05094,0.03872,0.01796,0.02516,0.00962,0.0
578.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
579.0,0.47507,0.23471,0.08656,0.05343,0.06151,0.04921,0.0227,0.01151,0.00529,0.0
580.0,0.56259,0.18302,0.07011,0.07738,0.03928,0.02834,0.02039,0.01303,0.00587,0.0
581.0,0.60088,0.16407,0.07782,0.05413,0.03216,0.02988,0.01904,0.01756,0.00447,0.0
582.0,0.53895,0.19379,0.08006,0.05497,0.04996,0.04076,0.01933,0.01599,0.00619,0.0
583.0,0.59054,0.2088,0.0554,0.05916,0.0291,0.02525,0.01394,0.01234,0.00547,0.0
584.0,0.55389,0.19366,0.0859,0.05069,0.02804,0.02351,0.01906,0.01783,0.00852,0.01889
585.0,0.57388,0.18105,0.06513,0.06404,0.04243,0.03079,0.02162,0.01606,0.00501,0.0
586.0,0.50662,0.24562,0.07981,0.05913,0.03632,0.03167,0.01887,0.01428,0.00768,0.0
587.0,0.50943,0.20086,0.07107,0.06752,0.05159,0.0389,0.02537,0.02393,0.01133,0.0
588.0,0.53394,0.13012,0.07881,0.08434,0.06099,0.0303,0.01911,0.02753,0.00812,0.02673
589.0,0.51943,0.21578,0.08606,0.04987,0.04063,0.03184,0.01541,0.0177,0.00657,0.0167
590.0,0.65692,0.15712,0.07252,0.03977,0.02685,0.02374,0.01218,0.00804,0.00286,0.0
591.0,0.53744,0.2273,0.07523,0.05593,0.03492,0.02473,0.01651,0.01228,0.00535,0.0103
592.0,0.36235,0.04198,0.01528,0.01825,0.01061,0.00935,0.00446,0.00288,0.00012,0.53472
593.0,0.58053,0.21928,0.06206,0.04384,0.03088,0.02983,0.01507,0.01349,0.00503,0.0
594.0,0.60643,0.17091,0.06807,0.05266,0.03354,0.03174,0.01387,0.01466,0.00509,0.00304
595.0,0.59976,0.18717,0.07269,0.05009,0.02955,0.02583,0.01531,0.01409,0.00552,0.0
596.0,0.49962,0.21927,0.0657,0.06991,0.04432,0.04132,0.02046,0.02733,0.01206,0.0
597.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
598.0,0.70137,0.12581,0.05229,0.05015,0.02858,0.01901,0.00835,0.00983,0.00462,0.0
599.0,0.46769,0.20203,0.07808,0.07949,0.05592,0.06106,0.02366,0.02231,0.00978,0.0
600.0,0.49069,0.17213,0.10928,0.07631,0.0634,0.04882,0.02,0.01554,0.00382,0.0
601.0,0.5625,0.18474,0.09321,0.05388,0.03986,0.026,0.01766,0.01424,0.00792,0.0
602.0,0.51374,0.23144,0.09201,0.0527,0.04194,0.03597,0.01521,0.01321,0.00377,0.0
603.0,0.54265,0.18987,0.07957,0.05706,0.04714,0.04003,0.0193,0.01803,0.00635,0.0
604.0,0.45385,0.23043,0.08867,0.07271,0.05935,0.04033,0.02442,0.02125,0.00898,0.0
605.0,0.60575,0.16251,0.05403,0.06783,0.04144,0.0275,0.01698,0.01818,0.00579,0.0
606.0,0.47681,0.21323,0.09626,0.06602,0.05693,0.03858,0.02039,0.01824,0.00541,0.00812
607.0,0.29649,0.27014,0.11149,0.09543,0.07427,0.05172,0.02233,0.05705,0.02108,0.0
608.0,0.52482,0.18803,0.08422,0.06372,0.05037,0.03618,0.02243,0.02185,0.00838,0.0
609.0,0.57151,0.21216,0.07866,0.0513,0.0334,0.02861,0.01119,0.01055,0.00261,0.0
610.0,0.45788,0.19494,0.09998,0.08538,0.0481,0.05508,0.02313,0.02326,0.00589,0.00636
611.0,0.47973,0.19611,0.07815,0.08641,0.06053,0.04389,0.02263,0.02459,0.00796,0.0
612.0,0.48339,0.23811,0.08534,0.05476,0.05353,0.03292,0.0238,0.01919,0.00895,0.0
613.0,0.47893,0.20146,0.08719,0.08056,0.05027,0.05086,0.02168,0.02169,0.00736,0.0
614.0,0.44242,0.22365,0.10192,0.0778,0.04707,0.0437,0.02814,0.02623,0.00907,0.0
615.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
616.0,0.54073,0.22077,0.07996,0.05099,0.04243,0.03074,0.01651,0.01219,0.00568,0.0
617.0,0.56016,0.19995,0.07436,0.05743,0.03885,0.03086,0.01854,0.01393,0.00592,0.0
618.0,0.49385,0.19059,0.08662,0.08643,0.0543,0.03957,0.01934,0.02218,0.00712,0.0
619.0,0.62625,0.19023,0.05747,0.03766,0.03654,0.02555,0.01299,0.01094,0.00236,0.0
620.0,0.56603,0.16607,0.09196,0.06527,0.03637,0.03412,0.01522,0.01913,0.00585,0.0
621.0,0.4456,0.19246,0.14353,0.07007,0.0565,0.03778,0.02257,0.02199,0.0095,0.0
622.0,0.6077,0.14523,0.06634,0.06163,0.03931,0.03383,0.01866,0.02123,0.00606,0.0
623.0,0.43741,0.2229,0.08339,0.09462,0.05611,0.04662,0.02138,0.02863,0.00894,0.0
624.0,0.53168,0.19882,0.06071,0.06319,0.05413,0.0363,0.01972,0.02031,0.0101,0.00505
625.0,0.5975,0.16556,0.06432,0.05772,0.04596,0.03348,0.01635,0.01432,0.00479,0.0
626.0,0.59429,0.16912,0.07358,0.05292,0.03606,0.03126,0.02238,0.01564,0.00475,0.0
627.0,0.581,0.17792,0.07514,0.04776,0.04203,0.03421,0.01835,0.01704,0.00655,0.0
628.0,0.55065,0.21274,0.08224,0.0415,0.04089,0.03165,0.01649,0.01616,0.00768,0.0
629.0,0.51912,0.22375,0.08308,0.05184,0.04237,0.03646,0.02087,0.0129,0.00961,0.0
630.0,0.52708,0.16068,0.07736,0.07949,0.07158,0.03823,0.02077,0.01945,0.00536,0.0
631.0,0.60207,0.19118,0.06904,0.0696,0.02952,0.0197,0.00763,0.00851,0.00276,0.0
632.0,0.52315,0.19587,0.11204,0.05561,0.03987,0.04286,0.01386,0.00765,0.00908,0.0
633.0,0.50202,0.2195,0.08586,0.06689,0.04904,0.03022,0.01888,0.02018,0.00741,0.0
634.0,0.5872,0.20249,0.05858,0.04622,0.03942,0.03049,0.0152,0.01445,0.00596,0.0
635.0,0.62142,0.16743,0.07348,0.04929,0.03184,0.02425,0.01239,0.01346,0.00644,0.0
636.0,0.67599,0.12994,0.06341,0.04927,0.02776,0.02493,0.01152,0.01252,0.00466,0.0
637.0,0.53078,0.23106,0.07701,0.04664,0.04509,0.03177,0.01694,0.0141,0.00661,0.0
638.0,0.52384,0.24079,0.08584,0.07005,0.03192,0.02097,0.01435,0.00836,0.00388,0.0
639.0,0.53701,0.18949,0.09537,0.06,0.04279,0.03495,0.01715,0.01715,0.00609,0.0
640.0,0.58857,0.19296,0.06778,0.05524,0.03601,0.02826,0.01534,0.0114,0.00443,0.0
641.0,0.59959,0.17809,0.07067,0.05291,0.03871,0.02235,0.01492,0.01626,0.0065,0.0
642.0,0.52308,0.18593,0.09737,0.05939,0.05089,0.04809,0.01681,0.01391,0.00453,0.0
643.0,0.51858,0.22559,0.08357,0.05208,0.04553,0.03173,0.01966,0.01716,0.00611,0.0
644.0,0.55704,0.19281,0.08475,0.05656,0.04494,0.03128,0.01524,0.01167,0.0057,0.0
645.0,0.50021,0.20336,0.08438,0.07412,0.04565,0.03843,0.02296,0.01749,0.00696,0.00646
646.0,0.57661,0.19995,0.06117,0.06955,0.03408,0.0196,0.01739,0.01529,0.00635,0.0
647.0,0.59495,0.19839,0.06253,0.04476,0.03492,0.02985,0.01388,0.01426,0.00646,0.0
648.0,0.49903,0.18593,0.10933,0.0725,0.05451,0.01987,0.03967,0.01515,0.00401,0.0
649.0,0.48759,0.19644,0.08608,0.06369,0.05239,0.04586,0.02277,0.02958,0.01379,0.00181
650.0,0.44467,0.2075,0.1083,0.07707,0.05677,0.04462,0.02375,0.02781,0.00951,0.0
651.0,0.47746,0.21559,0.093,0.09535,0.04271,0.03071,0.0205,0.01788,0.0068,0.0
652.0,0.54728,0.18435,0.07562,0.07371,0.0527,0.02676,0.019,0.01512,0.00547,0.0
653.0,0.57796,0.20158,0.05339,0.05188,0.04703,0.02903,0.01778,0.0162,0.00515,0.0
654.0,0.52118,0.18142,0.07396,0.08796,0.04902,0.03582,0.02072,0.02155,0.00561,0.00277
655.0,0.63568,0.27216,0.04604,0.01614,0.01396,0.00669,0.00434,0.00341,0.00157,0.0
656.0,0.53765,0.19835,0.07301,0.08714,0.03452,0.02865,0.01487,0.01725,0.00856,0.0
657.0,0.62338,0.1757,0.08184,0.03709,0.02517,0.02419,0.01273,0.01306,0.00683,0.0
658.0,0.58289,0.18833,0.06605,0.0398,0.04275,0.03237,0.02088,0.02071,0.00623,0.0
659.0,0.43762,0.16339,0.06658,0.06947,0.0469,0.03202,0.02093,0.02,0.00635,0.13674
660.0,0.52214,0.18644,0.07564,0.09308,0.03571,0.0363,0.01809,0.0242,0.00839,0.0
661.0,0.4919,0.14898,0.06572,0.09688,0.10856,0.05358,0.0186,0.0127,0.00307,0.0
662.0,0.37548,0.04157,0.01284,0.01991,0.00904,0.00794,0.00325,0.00357,0.00107,0.52533
663.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
664.0,0.51289,0.19158,0.08877,0.06144,0.04483,0.03787,0.02662,0.01473,0.00611,0.01517
665.0,0.54728,0.19418,0.08829,0.05704,0.04025,0.02967,0.0176,0.0162,0.0095,0.0
666.0,0.42341,0.22827,0.11623,0.0781,0.05188,0.04096,0.02972,0.02214,0.0093,0.0
667.0,0.53243,0.22022,0.07639,0.05419,0.03797,0.03444,0.01924,0.01749,0.00764,0.0
668.0,0.58495,0.18954,0.0688,0.05028,0.03741,0.0309,0.01885,0.01336,0.00591,0.0
669.0,0.59779,0.19139,0.0581,0.06146,0.02789,0.02105,0.01132,0.01475,0.00529,0.01096
670.0,0.54669,0.17096,0.10662,0.07086,0.03963,0.03083,0.01577,0.00972,0.00453,0.0044
671.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
672.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
673.0,0.55378,0.19214,0.07653,0.05575,0.04439,0.03652,0.0184,0.01636,0.00613,0.0
674.0,0.57054,0.20921,0.06508,0.0488,0.0383,0.03069,0.01626,0.01502,0.00611,0.0
675.0,0.57523,0.17675,0.08174,0.0519,0.03461,0.03584,0.02075,0.01646,0.00671,0.0
676.0,0.57588,0.15853,0.07521,0.04649,0.05108,0.03931,0.02612,0.02024,0.00714,0.0
677.0,0.49178,0.2436,0.09131,0.06043,0.04296,0.03444,0.0144,0.01308,0.00801,0.0
678.0,0.63542,0.1728,0.08017,0.04741,0.02354,0.02025,0.00954,0.00784,0.00303,0.0
679.0,0.50569,0.14767,0.05855,0.06505,0.07298,0.04935,0.04098,0.04156,0.01818,0.0
680.0,0.44158,0.25238,0.0869,0.06298,0.05222,0.05224,0.0199,0.02021,0.00763,0.00397
681.0,0.62942,0.20401,0.07115,0.03335,0.02398,0.01671,0.00882,0.00967,0.00291,0.0
682.0,0.56876,0.20923,0.0799,0.05267,0.03499,0.02179,0.01574,0.01437,0.00255,0.0
683.0,0.52875,0.22096,0.05315,0.05143,0.04346,0.0354,0.02525,0.03043,0.01116,0.0
684.0,0.52796,0.18954,0.0904,0.0578,0.05263,0.03915,0.01952,0.0156,0.00741,0.0
685.0,0.55259,0.22603,0.07521,0.04823,0.03252,0.02522,0.01603,0.01803,0.00613,0.0
686.0,0.5188,0.20559,0.09554,0.05981,0.04496,0.03217,0.01278,0.01994,0.00537,0.00504
687.0,0.3565,0.20791,0.18745,0.07758,0.0742,0.04071,0.03136,0.01787,0.00643,0.0
688.0,0.49386,0.20673,0.07436,0.07971,0.06675,0.03588,0.02096,0.01564,0.00611,0.0
689.0,0.6295,0.17654,0.05879,0.05591,0.0309,0.02366,0.01125,0.0091,0.00436,0.0
690.0,0.44187,0.19281,0.08729,0.09506,0.07479,0.04001,0.02266,0.01329,0.00704,0.02519
691.0,0.56015,0.14826,0.05721,0.11027,0.06397,0.02257,0.01428,0.01831,0.00498,0.0
692.0,0.53182,0.17164,0.08534,0.09067,0.03921,0.03527,0.01492,0.02193,0.00919,0.0
693.0,0.55035,0.20737,0.09106,0.04869,0.03767,0.03104,0.01541,0.01285,0.00554,0.0
694.0,0.53148,0.17129,0.06966,0.09491,0.0502,0.02927,0.02881,0.01602,0.00834,0.0
695.0,0.51749,0.19718,0.07588,0.07106,0.03743,0.03865,0.0173,0.01408,0.00426,0.02667
696.0,0.58239,0.16475,0.08003,0.05928,0.0385,0.02905,0.02336,0.0176,0.00504,0.0
697.0,0.49567,0.19724,0.07518,0.06855,0.05261,0.04333,0.02956,0.0243,0.01356,0.0
698.0,0.53695,0.20181,0.075,0.05581,0.03888,0.02534,0.01929,0.01613,0.00773,0.02307
699.0,0.48759,0.19644,0.08608,0.06369,0.05239,0.04586,0.02277,0.02958,0.01379,0.00181
700.0,0.50972,0.18248,0.09333,0.07745,0.0507,0.03369,0.02538,0.01886,0.0084,0.0
701.0,0.57786,0.18139,0.07966,0.05675,0.04173,0.03022,0.0154,0.01144,0.00554,0.0
702.0,0.5668,0.2054,0.0658,0.05557,0.03966,0.03142,0.01583,0.0135,0.00601,0.0
703.0,0.51004,0.19029,0.12843,0.07458,0.05433,0.0223,0.00619,0.00982,0.00404,0.0
704.0,0.59186,0.21162,0.07574,0.04461,0.02995,0.02391,0.0104,0.00918,0.00273,0.0
705.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
706.0,0.43927,0.24207,0.08926,0.09609,0.04536,0.03624,0.02345,0.01901,0.00925,0.0
707.0,0.39319,0.21555,0.10225,0.07524,0.07485,0.05879,0.03393,0.03286,0.01334,0.0
708.0,0.5302,0.16243,0.08021,0.07962,0.04916,0.04435,0.02019,0.02496,0.00887,0.0
709.0,0.54705,0.20387,0.07373,0.06129,0.04455,0.0334,0.01806,0.01282,0.00522,0.0
710.0,0.50479,0.23458,0.07524,0.06215,0.03978,0.03903,0.01797,0.01856,0.0079,0.0
711.0,0.63227,0.17725,0.06584,0.04284,0.02836,0.02611,0.01192,0.01107,0.00434,0.0
712.0,0.59525,0.17809,0.06242,0.03868,0.04304,0.03363,0.02052,0.02187,0.00651,0.0
713.0,0.52775,0.19268,0.07687,0.07344,0.04249,0.03555,0.01858,0.02251,0.00648,0.00364
714.0,0.58291,0.20953,0.06285,0.05577,0.03458,0.0244,0.01326,0.01181,0.0049,0.0
715.0,0.58811,0.21298,0.09037,0.03469,0.02565,0.02358,0.01172,0.00911,0.00377,0.0
716.0,0.54433,0.22691,0.07007,0.04518,0.03464,0.03289,0.0194,0.01643,0.00559,0.00456
717.0,0.60495,0.11517,0.08726,0.06337,0.0395,0.02645,0.01803,0.01351,0.00549,0.02628
718.0,0.5112,0.21532,0.07971,0.0626,0.0427,0.03656,0.02353,0.0183,0.01008,0.0
719.0,0.57518,0.18978,0.07081,0.05214,0.04087,0.03156,0.01982,0.0138,0.00604,0.0
720.0,0.27937,0.11539,0.3198,0.19871,0.0534,0.03333,0.0,0.0,0.0,0.0
721.0,0.58608,0.18148,0.06545,0.05558,0.03974,0.02915,0.01565,0.01714,0.00634,0.00339
722.0,0.42368,0.20709,0.09143,0.10282,0.05367,0.04765,0.02498,0.0384,0.01028,0.0
723.0,0.60475,0.14005,0.07847,0.07131,0.03762,0.0267,0.01886,0.01442,0.0078,0.0
724.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
725.0,0.45146,0.22773,0.07678,0.08385,0.05618,0.04176,0.02465,0.02681,0.01077,0.0
726.0,0.44242,0.22365,0.10192,0.0778,0.04707,0.0437,0.02814,0.02623,0.00907,0.0
727.0,0.67263,0.10509,0.13536,0.04031,0.03341,0.00558,0.00558,0.00203,0.0,0.0
728.0,0.60555,0.19427,0.06929,0.04763,0.02897,0.02345,0.01342,0.01247,0.00494,0.0
729.0,0.65919,0.09971,0.14576,0.04369,0.0273,0.01195,0.00414,0.00689,0.00138,0.0
730.0,0.58289,0.18833,0.06605,0.0398,0.04275,0.03237,0.02088,0.02071,0.00623,0.0
731.0,0.86666,0.03922,0.04052,0.03007,0.02353,0.0,0.0,0.0,0.0,0.0
732.0,0.46496,0.20765,0.11454,0.0819,0.04914,0.04098,0.01741,0.01864,0.00478,0.0
733.0,0.59003,0.1813,0.0817,0.05204,0.03593,0.02324,0.0135,0.01532,0.00693,0.0
734.0,0.49819,0.22374,0.10671,0.05885,0.03979,0.03043,0.01754,0.01565,0.00909,0.0
735.0,0.6305,0.17671,0.05879,0.04436,0.03071,0.02368,0.01653,0.01329,0.00543,0.0
736.0,0.49567,0.19724,0.07518,0.06855,0.05261,0.04333,0.02956,0.0243,0.01356,0.0
737.0,0.47264,0.19549,0.09545,0.08698,0.0425,0.0492,0.01432,0.034,0.00943,0.0
738.0,0.5414,0.19331,0.07849,0.0567,0.04369,0.03627,0.02516,0.01847,0.00652,0.0
739.0,0.49903,0.18593,0.10933,0.0725,0.05451,0.01987,0.03967,0.01515,0.00401,0.0
740.0,0.53737,0.19785,0.09682,0.05577,0.03966,0.03282,0.01609,0.01441,0.0092,0.0
741.0,0.38935,0.26246,0.13141,0.07282,0.05327,0.04296,0.01945,0.02276,0.00552,0.0
742.0,0.56766,0.16557,0.08948,0.06881,0.04068,0.03212,0.01413,0.01277,0.00613,0.00266
743.0,0.59779,0.19139,0.0581,0.06146,0.02789,0.02105,0.01132,0.01475,0.00529,0.01096
744.0,0.53168,0.19882,0.06071,0.06319,0.05413,0.0363,0.01972,0.02031,0.0101,0.00505
745.0,0.58656,0.20223,0.05751,0.04365,0.02703,0.01951,0.014,0.00908,0.00476,0.03568
746.0,0.60133,0.13254,0.05901,0.08889,0.05445,0.02693,0.0168,0.01561,0.00445,0.0
747.0,0.48457,0.22076,0.0865,0.073,0.04411,0.03676,0.02066,0.02469,0.00896,0.0
748.0,0.4379,0.18324,0.10079,0.10297,0.06016,0.04831,0.02505,0.02778,0.01038,0.00343
749.0,0.49619,0.22132,0.09265,0.06815,0.04554,0.03371,0.02063,0.01503,0.00678,0.0
750.0,0.54026,0.16788,0.09826,0.04763,0.05168,0.03662,0.0206,0.01829,0.00853,0.01025
751.0,0.57613,0.19604,0.07923,0.04285,0.04329,0.03074,0.01392,0.01369,0.00411,0.0
752.0,0.60067,0.16323,0.07359,0.04647,0.03612,0.03093,0.0247,0.01573,0.00857,0.0
753.0,0.54426,0.22697,0.06967,0.04999,0.03847,0.02747,0.01764,0.01794,0.00758,0.0
754.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
755.0,0.60057,0.18069,0.06309,0.04981,0.03298,0.03055,0.02081,0.01391,0.00757,0.0
756.0,0.52255,0.04578,0.05074,0.09635,0.05021,0.01421,0.02132,0.00711,0.0,0.19172
757.0,0.56509,0.22305,0.09592,0.05753,0.02448,0.01374,0.01101,0.00623,0.00295,0.0
758.0,0.62405,0.19561,0.05789,0.03912,0.02553,0.02625,0.01587,0.0105,0.00518,0.0
759.0,0.48759,0.19644,0.08608,0.06369,0.05239,0.04586,0.02277,0.02958,0.01379,0.00181
760.0,0.4767,0.20742,0.10642,0.07119,0.04508,0.04586,0.02085,0.01768,0.00591,0.00289
761.0,0.57165,0.2064,0.06479,0.05572,0.0384,0.02925,0.01523,0.01261,0.00596,0.0
762.0,0.54474,0.17874,0.09457,0.0578,0.0438,0.03854,0.02037,0.01369,0.00775,0.0
763.0,0.58291,0.20953,0.06285,0.05577,0.03458,0.0244,0.01326,0.01181,0.0049,0.0
764.0,0.60475,0.14005,0.07847,0.07131,0.03762,0.0267,0.01886,0.01442,0.0078,0.0
765.0,0.65898,0.13457,0.05256,0.04105,0.05906,0.01963,0.0152,0.01231,0.00664,0.0
766.0,0.52898,0.20007,0.08372,0.08171,0.03442,0.03275,0.01438,0.01639,0.00758,0.0
767.0,0.52796,0.18954,0.0904,0.0578,0.05263,0.03915,0.01952,0.0156,0.00741,0.0
768.0,0.54524,0.18822,0.07723,0.07464,0.04295,0.0289,0.01466,0.01554,0.00511,0.00751
769.0,0.54315,0.18948,0.08364,0.05649,0.04738,0.03734,0.0188,0.01823,0.00549,0.0
770.0,0.48898,0.17438,0.07717,0.07398,0.07329,0.04027,0.03269,0.03184,0.0074,0.0
771.0,0.52799,0.191,0.06971,0.08234,0.04894,0.03287,0.01904,0.01971,0.0084,0.0
772.0,0.5291,0.16106,0.08699,0.06192,0.06146,0.03466,0.02471,0.02442,0.01568,0.0
773.0,0.49857,0.21293,0.08196,0.06685,0.05924,0.03457,0.02118,0.01959,0.00513,0.0
774.0,0.53045,0.15707,0.09988,0.06532,0.04124,0.03987,0.02481,0.01587,0.00551,0.01998
775.0,0.47504,0.21756,0.07528,0.0706,0.04308,0.04029,0.0217,0.01974,0.0066,0.03011
776.0,0.47701,0.20119,0.12934,0.06284,0.0562,0.03542,0.01571,0.01737,0.00492,0.0
777.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
778.0,0.47769,0.22762,0.08229,0.07223,0.04772,0.03539,0.02553,0.02255,0.00898,0.0
779.0,0.58547,0.18767,0.06096,0.05688,0.03635,0.02893,0.01621,0.01678,0.00566,0.00508
780.0,0.48702,0.22076,0.07998,0.07847,0.04919,0.0461,0.0163,0.01624,0.00594,0.0
781.0,0.47596,0.17416,0.10383,0.08414,0.05918,0.04474,0.02593,0.0204,0.00818,0.00347
782.0,0.57304,0.20172,0.0934,0.0485,0.03167,0.02428,0.015,0.00933,0.00308,0.0
783.0,0.49004,0.23288,0.08579,0.07158,0.03852,0.03209,0.01747,0.01908,0.00734,0.00521
784.0,0.56117,0.2167,0.07898,0.04674,0.04003,0.0275,0.01358,0.01069,0.00461,0.0
785.0,0.55444,0.1794,0.07645,0.06928,0.04528,0.03005,0.01875,0.01861,0.00775,0.0
786.0,0.43287,0.23376,0.07981,0.10413,0.06004,0.04024,0.01889,0.0183,0.01196,0.0
787.0,0.46775,0.20031,0.09797,0.08357,0.05409,0.04616,0.0185,0.01691,0.0067,0.00804
788.0,0.54403,0.15331,0.07774,0.09421,0.04981,0.03671,0.02069,0.0179,0.0056,0.0
789.0,0.49912,0.19079,0.0963,0.0702,0.06287,0.03687,0.01851,0.01832,0.007,0.0
790.0,0.59426,0.17353,0.06303,0.04153,0.04425,0.03371,0.01976,0.02373,0.00619,0.0
791.0,0.54277,0.18617,0.08017,0.06139,0.04734,0.03569,0.02058,0.01842,0.00748,0.0
792.0,0.51682,0.21058,0.08616,0.05963,0.04475,0.03298,0.01849,0.01733,0.00625,0.00702
793.0,0.53759,0.18575,0.10313,0.06171,0.04219,0.03234,0.02051,0.01181,0.00496,0.0
794.0,0.40318,0.25804,0.10373,0.08318,0.05337,0.04528,0.02353,0.02216,0.00753,0.0
795.0,0.59847,0.14698,0.08014,0.06887,0.04137,0.03016,0.0176,0.01252,0.00389,0.0
796.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
797.0,0.50248,0.20465,0.07996,0.08354,0.04677,0.04172,0.0186,0.01751,0.00477,0.0
798.0,0.55211,0.19923,0.07835,0.06807,0.03999,0.02705,0.013,0.01663,0.00556,0.0
799.0,0.34872,0.07251,0.0275,0.02563,0.00864,0.01027,0.00416,0.00696,0.00171,0.4939
800.0,0.49705,0.20996,0.08381,0.06989,0.04515,0.0375,0.02499,0.02092,0.00691,0.00381
801.0,0.52796,0.18954,0.0904,0.0578,0.05263,0.03915,0.01952,0.0156,0.00741,0.0
802.0,0.4086,0.20319,0.07839,0.10179,0.05596,0.05378,0.02577,0.03141,0.0096,0.03152
803.0,0.54578,0.18725,0.07713,0.05322,0.04085,0.02968,0.01844,0.016,0.00668,0.02497
804.0,0.47485,0.19719,0.08402,0.07506,0.06093,0.03997,0.02658,0.02441,0.01375,0.00324
805.0,0.73611,0.26389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806.0,0.57547,0.15745,0.06703,0.06962,0.03906,0.03378,0.01828,0.01663,0.00628,0.01639
807.0,0.58739,0.18209,0.0711,0.04421,0.03726,0.03062,0.02139,0.01675,0.00919,0.0
808.0,0.60585,0.14998,0.08611,0.04759,0.04129,0.03043,0.01627,0.01398,0.00584,0.00266
809.0,0.54178,0.19921,0.0273,0.12441,0.03619,0.03711,0.018,0.016,0.0,0.0
810.0,0.53114,0.1919,0.07692,0.06285,0.05039,0.03955,0.02263,0.01863,0.00598,0.0
811.0,0.5098,0.19476,0.06983,0.05411,0.05121,0.04791,0.03841,0.01408,0.01989,0.0
812.0,0.50978,0.18722,0.10439,0.07558,0.0447,0.03114,0.02032,0.01627,0.01059,0.0
813.0,0.4,0.25882,0.26078,0.0451,0.03529,0.0,0.0,0.0,0.0,0.0
814.0,0.33928,0.28023,0.11714,0.08687,0.04055,0.03334,0.01686,0.01894,0.00693,0.05987
815.0,0.83476,0.07135,0.02632,0.02874,0.01206,0.01374,0.00416,0.00747,0.0014,0.0
816.0,0.45191,0.21419,0.09811,0.09402,0.04696,0.0468,0.01922,0.02088,0.00791,0.0
817.0,0.6148,0.17241,0.06252,0.04989,0.03636,0.02363,0.01339,0.01845,0.00854,0.0
818.0,0.56888,0.17195,0.08867,0.0613,0.04086,0.03165,0.01763,0.01388,0.00518,0.0
819.0,0.55721,0.17689,0.07695,0.05944,0.04853,0.03416,0.02173,0.01672,0.00837,0.0
820.0,0.39114,0.29609,0.0734,0.08306,0.06351,0.04096,0.02205,0.02716,0.00263,0.0
821.0,0.55944,0.19521,0.07321,0.07263,0.03631,0.02806,0.01666,0.01337,0.00512,0.0
822.0,0.39982,0.23644,0.10653,0.07431,0.06857,0.05808,0.0213,0.02443,0.01052,0.0
823.0,0.44655,0.22689,0.07182,0.09728,0.05139,0.04571,0.02901,0.02331,0.00805,0.0
824.0,0.5369,0.19393,0.08458,0.06686,0.03856,0.03406,0.01978,0.01731,0.00803,0.0
825.0,0.57206,0.18112,0.07837,0.05747,0.03624,0.03365,0.01841,0.01043,0.00597,0.00627
826.0,0.53851,0.24795,0.08439,0.04707,0.03439,0.02092,0.01412,0.00884,0.00382,0.0
827.0,0.46177,0.22056,0.10131,0.08927,0.0434,0.03223,0.02061,0.02271,0.00814,0.0
828.0,0.50351,0.21275,0.09468,0.06188,0.04765,0.03651,0.01837,0.01619,0.00846,0.0
829.0,0.58097,0.15156,0.08629,0.05858,0.04278,0.03403,0.02086,0.01718,0.00777,0.0
830.0,0.49294,0.18675,0.06121,0.0925,0.04224,0.03765,0.02141,0.02257,0.00859,0.03414
831.0,0.52945,0.17505,0.07063,0.07546,0.05495,0.03945,0.02474,0.0161,0.00502,0.00914
832.0,0.50875,0.22201,0.07693,0.0715,0.0418,0.03175,0.01714,0.02228,0.00785,0.0
833.0,0.55331,0.16298,0.10976,0.0693,0.04057,0.03171,0.01353,0.01511,0.00374,0.0
834.0,0.42768,0.19382,0.10924,0.08182,0.05222,0.06666,0.02982,0.02571,0.00655,0.00648
